S,K,m,T,r,rho,kappa,gam,nu,V0,price
100.0,164.66414770561767,0.6072967394139581,1.045379798853846,0.01106436026629158,-0.17502367820559528,1.0348765470809966,0.3866522249483559,0.22704860232582322,0.0824375416739732,2.0270365844725844
100.0,156.75343688097072,0.6379445452027573,0.989031683693183,0.02995709746267582,-0.5542909289377296,1.0285277323726807,0.6385775183527763,0.2822325675722302,0.45472226661547616,8.325796218549035
100.0,138.69855593336098,0.720988040048852,0.5291681805600829,0.01145491682787609,-0.5995559937493524,0.4194764472782825,0.5786429671722401,0.028195447764270805,0.47820525572155337,6.599830490676359
100.0,95.66225421047811,1.045344381912409,0.4641442170027514,0.018694190028363106,-0.17081230435988604,0.7236175171315815,0.22347598627451268,0.1614152495949663,0.06619348151368575,10.331625518199017
100.0,102.84809171906565,0.972307782561048,1.1700613866771157,0.02424608896984211,-0.12683336369902876,1.8821881155191216,0.7653666138051035,0.24891514878064086,0.44166261078204955,23.520345962662784
100.0,92.24211522810016,1.0841035003665713,0.6011080842541305,0.015314469692661203,-0.56394216626301,2.1752889925967365,0.7564342993595607,0.29008255992719684,0.28401918355254785,20.10147662402905
100.0,93.06914577225503,1.074469945654225,0.7984834813897511,0.020253840864923524,-0.41464097889465173,1.7319693103156446,0.5046151803592015,0.12738623955682585,0.09844613797403604,15.916939132325316
100.0,73.86015167030736,1.353910027782967,0.7023529283373886,0.022162192805354905,-0.6669580806606965,1.5312711164923056,0.4519792675693984,0.34474273459426225,0.4608085374296909,35.27219656799153
100.0,147.19208552658836,0.6793843544117478,0.43633651475979046,0.012598676333509445,-0.3494378267453334,2.5505313951566166,0.5211667946879053,0.2514239363216423,0.4682590170356488,4.075670903083807
100.0,101.29254418242921,0.9872394933619071,0.9160830765429051,0.035817664282738616,-0.0010143697194615608,2.47415384152866,0.705725002621604,0.11087658839507851,0.25103870443853143,15.868477354243248
100.0,99.01727651961245,1.0099247678276921,2.2240815986704794,0.012645922845427976,-0.8022246700323972,1.8754971801531344,0.6775405402402271,0.1307625709578397,0.13065445868062764,21.14550428115531
100.0,115.57470682203147,0.865241217128811,0.13564521176724814,0.04323602180259622,-0.7125577399377319,1.290056425239825,0.773873510756556,0.07900610696027704,0.10729879446253787,0.3188789017179021
100.0,95.76631711523851,1.044208475508847,2.142129287153965,0.014188060414423076,-0.8307691021638651,1.191843084415777,0.27199600883144104,0.12642804130248395,0.0564891216377763,21.098044327734
100.0,71.98906306218137,1.3890998958220064,1.519482991206588,0.04998438557427319,-0.5021207982740523,1.8139571498294411,0.558097999734809,0.0929196194086787,0.41317601989755554,39.60748795021606
100.0,114.84160956490999,0.8707645284567236,0.7923901217736775,0.018726214093741225,-0.7621620304774781,2.071957454227063,0.7640469271832778,0.3347427145976525,0.48671315506941987,15.983127913429351
100.0,103.67552946780869,0.9645477627490686,2.1001896363930794,0.013561695358128373,-0.5530482183562314,1.2492548705167472e-05,0.08178188567090182,0.4488628430379264,0.16409471848034493,22.440547023920765
100.0,105.70671641589844,0.9460136819173759,0.6166397659610113,0.025070174921904394,-0.18375268746581286,1.5483513723801958,0.7132292961767541,0.2774505101612847,0.19746548138115727,12.570584346605047
100.0,115.63765483019542,0.8647702182030753,2.1079157751713344,0.028772620172249838,-0.8783124492572628,2.268824300813431,0.286885290194282,0.053361715493960515,0.23041272370798993,12.947551879068879
100.0,85.40470162896887,1.1708957246222669,0.13551985841020944,0.024656180387791434,-0.17020011612349395,1.1854628304827226,0.36638055257447366,0.11347315196766014,0.25797165113768156,16.668215119877114
100.0,106.57826186928283,0.9382776397934599,0.3265761637492019,0.019331135072509616,-0.4972107977586396,0.1601756530942875,0.3980951632129426,0.4982890709601996,0.45074330994965617,12.618121201279207
100.0,106.60449192082574,0.9380467764366737,0.2710674862813573,0.006437291559453152,-0.49589326948483337,1.9628107138241226,0.7290361431005165,0.33714259455256473,0.39627793850631193,9.811625794717338
100.0,109.3797893059046,0.9142456813509491,1.5042840479576935,0.03276800693303057,-0.556197126248916,1.2096731410941368,0.7657907539856493,0.09602595995658139,0.06352548203692925,9.782596629665596
